"","N","P_CODE","NRM_REGION","REEF","DEPTH","VISIT_NO","LATITUDE","LONGITUDE","Date","subregion","A","AB","HC","SC","CoralCover","MA","ST","Acr","RANK","DISTURBANCE","STORM_NAME","DISTURBANCE_DATE","juv5.d.nf","juv5.abun.nf","MAprop","yr","DateRange","NumYearsInRange","Change.score.linear.mean","CoralCover.score","juv.score","ma.score","gen.composition","composition.score"
"1297",800,"IN","Mackay Whitsunday","Pine","2",9,-20.3779833333333,148.888416666667,2013-07-04,"Proserpine",40.746402555529,9.32117267733461,47.1088488177693,2.26028481012658,49.3691336278959,11.942236884006,1.93907730276252,11.9279963776769,1,"n","",NA,4.75789947341347,63.5,29.3086901787985,2013,"2010 - 2013",4,0.448519481147329,0.658255115038612,0.411278533815248,0,-0.140527899031717,0
"1298",803,"IN","Mackay Whitsunday","Pine","2",10,-20.3779833333333,148.888416666667,2014-05-06,"Proserpine",49.8125,3,43.875,2.25,46.125,18.6875,0.5,11.9375,1,"n","",NA,7.73796258283972,128,37.5156838143036,2014,"2011 - 2014",4,0.336389610860497,0.615,0.624140184488551,0,-0.12295401319392,0
"1299",810,"IN","Mackay Whitsunday","Pine","2",11,-20.3779833333333,148.888416666667,2015-07-10,"Proserpine",45.125,3.375,49.125,2.125,51.25,12.75,2.4375,14.4375,1,"n","",NA,4.8879078318289,72,28.2548476454294,2015,"2012 - 2015",4,0.413001008289155,0.683333333333333,0.420564845130636,0,-0.0649510584823904,0.5
"1300",1554,"IN","Mackay Whitsunday","Pine","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"2013 - 2016",4,0.550668011052207,0.683333333333333,0.420564845130636,0,NA,0.5
"1301",819,"IN","Mackay Whitsunday","Pine","2",13,-20.3779833333333,148.888416666667,2017-07-05,"Proserpine",56.625,29.0625,13.375,0.8125,14.1875,0.375,8.6875,3,1,"s","Debbie",2020-03-28,1.81284287201213,45.5,0.662251655629139,2017,"2014 - 2017",4,0.32600201657831,0.189166666666667,0.157638510609751,1,-0.0227358084206961,1
"1302",823,"IN","Mackay Whitsunday","Pine","2",14,-20.3779833333333,148.888416666667,2018-06-16,"Proserpine",70.875,17.9375,10.8125,0.1875,11,19.9375,5.75,2.25,1,"n","",NA,1.16229328898722,31,28.1305114638448,2018,"2015 - 2018",4,0.32600201657831,0.146666666666667,0.101068981651063,0,-0.0417705145297286,1
"1303",827,"IN","Mackay Whitsunday","Pine","2",15,-20.3779833333333,148.888416666667,2019-07-10,"Proserpine",78.625,12.5,7.9375,0.875,8.8125,22.4375,3.1875,1.125,1,"d","",NA,1.61915580116657,46.5,28.5373608903021,2019,"2016 - 2019",4,0,0.1175,0.14079615662318,0,-0.0642169510325075,0.5
"1304",832,"IN","Mackay Whitsunday","Pine","2",16,-20.3779833333333,148.888416666667,2020-06-16,"Proserpine",79.75,12.9375,6.4375,0.4375,6.875,21.625,3.4375,0.25,1,"b","",2020-02-01,3.74930591348249,103.5,27.115987460815,2020,"2017 - 2020",4,0,0.0916666666666667,0.32602660117239,0,-0.109698541124912,0.5
"1305",843,"IN","Mackay Whitsunday","Pine","2",17,-20.3779833333333,148.888416666667,2021-06-04,"Proserpine",82.625,8.25,7.9375,0.9375,8.875,31.375,2.6875,1.125,1,"n","",NA,3.45418565219577,100.5,37.9727685325265,2021,"2018 - 2021",4,0.170503432049026,0.118333333333333,0.300363969756154,0,-0.135772885713088,0
"1306",849,"IN","Mackay Whitsunday","Pine","2",18,-20.3779833333333,148.888416666667,2022-07-08,"Proserpine",83.25,7.75,7.5625,1.0625,8.625,34,0.3125,1,1,"n","",NA,4.01369850265688,114,40.8408408408408,2022,"2019 - 2022",4,0.170503432049026,0.115,0.349017261100598,0,0.00682003740914127,1
"1307",856,"IN","Mackay Whitsunday","Pine","2",19,-20.3779833333333,148.888416666667,2023-06-26,"Proserpine",87.0286452113685,3.95322327044025,7.26497193694769,1.37815958124353,8.64313151819123,46.769509792214,0,0.941828875089563,1,"n","",NA,3.45821781552148,101.5,53.7403629329444,2023,"2020 - 2023",4,0.170503432049026,0.115241753575883,0.300714592654041,0,-0.135516751293946,0
"1308",863,"IN","Mackay Whitsunday","Pine","2",20,-20.3779833333333,148.888416666667,2024-07-17,"Proserpine",85.4518963065337,3.25435394383688,9.34433711893602,1.13493219965549,10.4792693185915,48.0867959580179,0,1.32444267515924,1,"n","",NA,4.00577615047553,114.5,56.2735270210044,2024,"2021 - 2024",4,0.259579020536828,0.139723590914554,0.348328360910916,0,-0.087733171317403,0.5
"1309",871,"IN","Mackay Whitsunday","Pine","5",1,-20.3779833333333,148.888366666667,2005-07-10,"Proserpine",41.205441796261,11.2109474791358,39.2780440962274,5.73812563918845,45.0161697354159,3.38421555441027,2.27911631320129,4.74728511100647,NA,NA,NA,NA,9.17034341059521,70,8.21303062625421,2005,"2002 - 2005",1,NA,0.600215596472212,0.7264531007568,0.3143953817661,-0.293285562607584,0.5
"1310",877,"IN","Mackay Whitsunday","Pine","5",2,-20.3779833333333,148.888366666667,2006-05-07,"Proserpine",43.25,11.4375,38.625,4.8125,43.4375,3.4375,1.625,5.8125,1,"n","",NA,6.33579920191614,48.5,7.94797687861272,2006,"2003 - 2006",2,0,0.579166666666667,0.523985657279724,0.341922740101963,-0.296339670189682,0.5
"1311",883,"IN","Mackay Whitsunday","Pine","5",3,-20.3779833333333,148.888366666667,2007-06-27,"Proserpine",47.6005393678847,5.07788492158268,41.6297518111615,4.50275157232704,46.1325033834886,8.44182389937107,0.691455696202532,4.50117924528302,1,"n","",NA,4.96837785666154,84,17.734723201617,2007,"2004 - 2007",3,0.256136147328059,0.615100045113181,0.426312704047253,0,-0.349721869327146,0
"1312",893,"IN","Mackay Whitsunday","Pine","5",4,-20.3779833333333,148.888366666667,2008-06-20,"Proserpine",38.8125,7.1875,48.125,5,53.125,4.3125,0.5,9,1,"n","",NA,3.79349938173468,52,11.1111111111111,2008,"2005 - 2008",4,0.504090764885373,0.708333333333333,0.329869511455189,0.0134130311949684,-0.249799833930901,1
"1313",899,"IN","Mackay Whitsunday","Pine","5",5,-20.3779833333333,148.888366666667,2009-07-23,"Proserpine",21.5110062893082,30.9595125786164,43.4606918238994,3.25511006289308,46.7158018867924,3.12578616352201,7.75393081761006,6.9437893081761,1,"f","",2020-02-12,6.70549279749325,68.5,14.5311015276661,2009,"2006 - 2009",4,0.504090764885373,0.622877358490566,0.550392342678089,0,-0.28648959526266,0.5
"1314",910,"IN","Mackay Whitsunday","Pine","5",6,-20.3779833333333,148.888366666667,2010-06-18,"Proserpine",36.8482704402516,18.1981132075472,40.8262578616352,3.31367924528302,44.1399371069182,3.56957547169811,3.37617924528302,6.25353773584906,1,"s","Ului",2020-03-20,3.96885953686221,54.5,9.68722664334023,2010,"2007 - 2010",4,0.756136147328059,0.58853249475891,0.345118220596714,0.161291634391375,-0.303263759821189,0.5
"1315",915,"IN","Mackay Whitsunday","Pine","5",7,-20.3779833333333,148.888366666667,2011-05-25,"Proserpine",41.4245283018868,17.5849056603774,36.6136006289308,3.56367924528302,40.1772798742138,4.62932389937107,3.63011006289308,4.93867924528302,1,"d","",NA,4.07440317341997,63.5,11.1753207317999,2011,"2008 - 2011",4,0.5,0.535697064989518,0.354295928123476,0.00674449225508278,-0.305072313535481,0.5
"1316",925,"IN","Mackay Whitsunday","Pine","5",8,-20.3779833333333,148.888366666667,2012-07-26,"Proserpine",33.0703467080646,23.6885050951357,39.5956482366054,2.82905421542871,42.4247024520341,5.21156257463578,4.13249343205159,4.70913442401083,1,"n","",NA,4.38433571677765,56,15.7590200690725,2012,"2009 - 2012",4,0.261933565028107,0.565662699360454,0.381246584067622,0,-0.332092927927821,0.5
"1317",933,"IN","Mackay Whitsunday","Pine","5",9,-20.3779833333333,148.888366666667,2013-07-04,"Proserpine",38.4107704402516,14.7641509433962,42.3238993710692,3,45.3238993710692,6.44811320754717,1.81367924528302,5.56721698113208,1,"n","",NA,3.88579703111959,53.5,16.7872529856627,2013,"2010 - 2013",4,0.369675590562325,0.604318658280922,0.337895394010399,0,-0.30698388145996,0.5
"1318",939,"IN","Mackay Whitsunday","Pine","5",10,-20.3779833333333,148.888366666667,2014-05-06,"Proserpine",46.4945494331611,8.95810549613428,39.160855566238,3.06446540880503,42.2253209750431,7.26470926971918,0.877388535031847,3.5625,1,"n","",NA,4.82462329396915,78.5,15.6248621790876,2014,"2011 - 2014",4,0.277256692921743,0.563004279667241,0.416044520997797,0,-0.411610765954036,0
"1319",948,"IN","Mackay Whitsunday","Pine","5",11,-20.3779833333333,148.888366666667,2015-07-10,"Proserpine",44.625,10.4375,41,3.3125,44.3125,9.125,4,5.6875,1,"n","",NA,4.31211786486613,70.5,20.4481792717087,2015,"2012 - 2015",4,0.386161964080214,0.590833333333333,0.374966770857924,0,-0.317700096564133,0.5
"1320",1555,"IN","Mackay Whitsunday","Pine","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"2013 - 2016",4,0.340260242088214,0.590833333333333,0.374966770857924,0,NA,0.5
"1321",962,"IN","Mackay Whitsunday","Pine","5",13,-20.3779833333333,148.888366666667,2017-07-05,"Proserpine",41.9375,37.1875,19.1875,1.0625,20.25,0.25,12.375,3.6875,1,"s","Debbie",2020-03-28,2.34953252824309,43.5,0.596125186289121,2017,"2014 - 2017",4,0.217810542316941,0.27,0.204307176368964,1,-0.291331529639775,0.5
"1322",969,"IN","Mackay Whitsunday","Pine","5",14,-20.3779833333333,148.888366666667,2018-06-16,"Proserpine",68.125,14.6875,15.6875,0.5625,16.25,3.8125,3.75,1.25,1,"n","",NA,1.75166854596244,43,5.59633027522936,2018,"2015 - 2018",4,0.217810542316941,0.216666666666667,0.152319003996734,0.586154784759581,-0.492673437419837,0
"1323",974,"IN","Mackay Whitsunday","Pine","5",15,-20.3779833333333,148.888366666667,2019-07-10,"Proserpine",59.1875,27.0625,12.3125,0.8125,13.125,6.5,12.0625,0.75,1,"d","",NA,2.33620061953128,55.5,10.9820485744456,2019,"2016 - 2019",4,0,0.175,0.203147879959242,0.0268169189956108,-0.4425174873066,0
"1324",981,"IN","Mackay Whitsunday","Pine","5",16,-20.3779833333333,148.888366666667,2020-06-16,"Proserpine",58.4375,23.125,16.375,0.625,17,6.5625,9.75,1.125,1,"n","",NA,2.66248993235971,61,11.2299465240642,2020,"2017 - 2020",4,0.333333333333333,0.226666666666667,0.231520863683453,0.00107128909753684,-0.386881684131833,0
"1325",989,"IN","Mackay Whitsunday","Pine","5",17,-20.3779833333333,148.888366666667,2021-06-04,"Proserpine",63.25,17.3125,17.5,1.125,18.625,12.6875,5.3125,1.875,1,"n","",NA,3.25436218772368,76,20.0592885375494,2021,"2018 - 2021",4,0.362427471835107,0.248333333333333,0.282988016323799,0,-0.378827512155027,0
"1326",1003,"IN","Mackay Whitsunday","Pine","5",18,-20.3779833333333,148.888366666667,2022-07-08,"Proserpine",61.6623427672956,18.8238993710692,17.6996855345912,0.687893081761006,18.3875786163522,9.62893081761006,0.0625,1.56564465408805,1,"n","",NA,3.40583057333369,72.5,15.615577328854,2022,"2019 - 2022",4,0.402249246759411,0.245167714884696,0.296159180289886,0,-0.387742567099264,0
"1327",1007,"IN","Mackay Whitsunday","Pine","5",19,-20.3779833333333,148.888366666667,2023-06-26,"Proserpine",75.8376572327044,6.38325471698113,15.9005503144654,0.625393081761006,16.5259433962264,17.4135220125786,0,2.06643081761006,1,"n","",NA,3.8871705302178,99,22.9615769368323,2023,"2020 - 2023",4,0.402249246759411,0.220345911949686,0.338014828714591,0,-0.3502043994514,0
"1328",1017,"IN","Mackay Whitsunday","Pine","5",20,-20.3779833333333,148.888366666667,2024-07-17,"Proserpine",72.4642295597484,4.13443396226415,20.5868710691824,0.937893081761006,21.5247641509434,12.8922955974843,0,3.12657232704403,1,"n","",NA,4.94400952581723,121.5,17.7912546311616,2024,"2021 - 2024",4,0.402249246759411,0.286996855345912,0.424572108986945,0,-0.366162393378042,0
"1329",757,"IN","Mackay Whitsunday","Seaforth","2",1,-20.4684166666667,149.038933333333,2005-07-13,"Proserpine",52.2378144654088,13.2657232704403,21.4713050314465,9.95361635220126,31.4249213836478,14.9418238993711,0.314072327044025,1.1875,NA,NA,NA,NA,8.18558942713929,74,28.6034629363473,2005,"2002 - 2005",1,NA,0.418998951781971,0.656113530509949,0,-0.17914488225167,0.5
"1330",764,"IN","Mackay Whitsunday","Seaforth","2",2,-20.4684166666667,149.038933333333,2006-05-07,"Proserpine",50.1470026271794,19.2819142584189,20.9691107395908,7.15383428867128,28.1229450282621,22.5114043467877,1.31487341772152,1.37736844200303,1,"n","",NA,6.62133436802703,58,44.8908273025807,2006,"2003 - 2006",2,0,0.374972600376828,0.544381026287645,0,-0.185719056674379,0.5
"1331",771,"IN","Mackay Whitsunday","Seaforth","2",3,-20.4684166666667,149.038933333333,2007-06-25,"Proserpine",54.7893081761006,12.6332547169811,21.6320754716981,9.25550314465409,30.8875786163522,16.0664308176101,0.375,1.3125,1,"n","",NA,8.13497363774596,156,29.3240257131378,2007,"2004 - 2007",3,0.137563965941868,0.411834381551363,0.652498116981855,0,-0.14736518779707,0.5
"1332",1556,"IN","Mackay Whitsunday","Seaforth","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"2005 - 2008",4,0.137563965941868,0.411834381551363,0.652498116981855,0,NA,0.5
"1333",779,"IN","Mackay Whitsunday","Seaforth","2",5,-20.4684166666667,149.038933333333,2009-05-23,"Proserpine",56.1584119496855,13.5051100628931,19.7024371069182,7.88168238993711,27.5841194968553,12.9445754716981,0.9375,1.81289308176101,1,"f","",2020-02-12,11.3903152273702,224.5,23.0501095424416,2009,"2006 - 2009",4,0.137563965941868,0.367788259958071,0.885022516240729,0,-0.209102008870817,0.5
"1334",1557,"IN","Mackay Whitsunday","Seaforth","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"2007 - 2010",4,0.275127931883736,0.367788259958071,0.885022516240729,0,NA,0.5
"1335",788,"IN","Mackay Whitsunday","Seaforth","2",7,-20.4684166666667,149.038933333333,2011-05-13,"Proserpine",55.4756289308176,19.1403301886792,17.0051100628931,6.87893081761006,23.8840408805031,18.2000786163522,1.00078616352201,1.06367924528302,1,"n","",NA,4.92285671956286,93.5,32.8073407496634,2011,"2008 - 2011",4,0,0.318453878406709,0.42306119425449,0,-0.268920472984041,0
"1336",1558,"IN","Mackay Whitsunday","Seaforth","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"2009 - 2012",4,0,0.318453878406709,0.42306119425449,0,NA,0
"1337",801,"IN","Mackay Whitsunday","Seaforth","2",9,-20.4684166666667,149.038933333333,2013-07-05,"Proserpine",52.625,20.4375,18.9375,6.0625,25,18.8125,0.0625,0.9375,1,"n","",NA,5.2084264651245,93.5,35.7482185273159,2013,"2010 - 2013",4,0.18344512091093,0.333333333333333,0.443459033223179,0,-0.168015597582509,0.5
"1338",1559,"IN","Mackay Whitsunday","Seaforth","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"2011 - 2014",4,0.18344512091093,0.333333333333333,0.443459033223179,0,NA,0.5
"1339",809,"IN","Mackay Whitsunday","Seaforth","2",11,-20.4684166666667,149.038933333333,2015-07-11,"Proserpine",54.3125,14.5,20.9375,7.5,28.4375,14.1875,2,1.375,1,"n","",NA,5.28116907140215,101,26.1219792865363,2015,"2012 - 2015",4,0.385800044448167,0.379166666666667,0.448654933671582,0,-0.240406082841739,0.5
"1340",1560,"IN","Mackay Whitsunday","Seaforth","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"2013 - 2016",4,0.385800044448167,0.379166666666667,0.448654933671582,0,NA,0.5
"1341",816,"IN","Mackay Whitsunday","Seaforth","2",13,-20.4684166666667,149.038933333333,2017-06-29,"Proserpine",29.8125,50.9375,12.5,5.375,17.875,7.1875,8.75,1.125,1,"s","Debbie",2020-03-28,4.45536671717285,59,24.1090146750524,2017,"2014 - 2017",4,0.404709847074473,0.238333333333333,0.387423192797639,0,-0.226016572901519,0.5
"1342",1561,"IN","Mackay Whitsunday","Seaforth","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2015 - 2018",4,0.404709847074473,0.238333333333333,0.387423192797639,0,NA,0.5
"1343",829,"IN","Mackay Whitsunday","Seaforth","2",15,-20.4684166666667,149.038933333333,2019-05-29,"Proserpine",50.9295886075949,29.0482594936709,13.3330696202532,4.81408227848101,18.1471518987342,22.5625,2.31882911392405,0.9375,1,"n","",NA,2.57748603729069,47.5,44.301359223301,2019,"2016 - 2019",4,0.246276093556467,0.241962025316456,0.224129220633973,0,-0.139938714614279,1
"1344",836,"IN","Mackay Whitsunday","Seaforth","2",16,-20.4684166666667,149.038933333333,2020-06-14,"Proserpine",51.2558962264151,27.0176886792453,13.8396226415094,6.07311320754717,19.9127358490566,17.5927672955975,1.31367924528302,0.9375,1,"b","",2020-02-01,3.58310480902097,64,34.3234019709345,2020,"2017 - 2020",4,0.246276093556467,0.265503144654088,0.311574331219215,0,-0.146296702922823,0.5
"1345",839,"IN","Mackay Whitsunday","Seaforth","2",17,-20.4684166666667,149.038933333333,2021-06-04,"Proserpine",58.625,21.875,13.5,3.8125,17.3125,24.75,0.25,0.5,1,"n","",NA,2.95437715316011,58.5,42.2174840085288,2021,"2018 - 2021",4,0.123138046778233,0.230833333333333,0.256902361144358,0,-0.187377372468929,0.5
"1346",850,"IN","Mackay Whitsunday","Seaforth","2",18,-20.4684166666667,149.038933333333,2022-07-08,"Proserpine",61.1698113207547,21.6371855345912,11.1918238993711,3.9375,15.1293238993711,20.5770440251572,0,0.939465408805031,1,"n","",NA,2.83739014954102,58,33.6392144766605,2022,"2019 - 2022",4,0.0820920311854889,0.201724318658281,0.246729578220958,0,-0.216983553163083,0.5
"1347",854,"IN","Mackay Whitsunday","Seaforth","2",19,-20.4684166666667,149.038933333333,2023-06-26,"Proserpine",65.7865566037736,13.1953616352201,12.4508647798742,5.56603773584906,18.0169025157233,26.3156446540881,0,0.8125,1,"n","",NA,3.65300092181464,81,40.0015535280023,2023,"2020 - 2023",4,0.148141366805204,0.24022536687631,0.317652254070838,0,-0.239614390114338,0.5
"1348",864,"IN","Mackay Whitsunday","Seaforth","2",20,-20.4684166666667,149.038933333333,2024-07-16,"Proserpine",64.288409703504,13.8285120652034,12.3511423437299,7.77444326787319,20.1255856116031,26.593505326659,0,1.81485849056604,1,"u","",NA,3.27608090718429,71,41.365940531594,2024,"2021 - 2024",4,0.111106025103903,0.268341141488042,0.284876600624721,0,-0.260003683994975,0
"1349",866,"IN","Mackay Whitsunday","Seaforth","5",1,-20.46845,149.03895,2005-07-13,"Proserpine",52.4939516129032,26.5423387096774,16.7661290322581,1.75201612903226,18.5181451612903,7.01814516129032,0.441532258064516,1.5625,NA,NA,NA,NA,6.94249910602046,62,13.3694358028959,2005,"2002 - 2005",1,NA,0.246908602150538,0.567321364715747,0,-0.277301562278103,0.5
"1350",878,"IN","Mackay Whitsunday","Seaforth","5",2,-20.46845,149.03895,2006-05-07,"Proserpine",38.9364501233978,40.425921503065,13.5074934320516,5.69184877796354,19.1993422100151,4.87658227848101,2.125,1.68789308176101,1,"n","",NA,8.33236973125596,52.5,12.5244655407108,2006,"2003 - 2006",2,0,0.255991229466868,0.666597837946854,0,-0.297822580072357,0.5
"1351",887,"IN","Mackay Whitsunday","Seaforth","5",3,-20.46845,149.03895,2007-06-25,"Proserpine",44.6151729559748,31.9669811320755,15.7743710691824,5.07547169811321,20.8498427672956,7.82075471698113,0.376179245283019,1.18789308176101,1,"n","",NA,9.6398393924492,147.5,17.5293609747932,2007,"2004 - 2007",3,0.300271306550194,0.277997903563941,0.759988528032086,0,-0.286842462221189,0.5
"1352",1562,"IN","Mackay Whitsunday","Seaforth","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"2005 - 2008",4,0.300271306550194,0.277997903563941,0.759988528032086,0,NA,0.5
"1353",901,"IN","Mackay Whitsunday","Seaforth","5",5,-20.46845,149.03895,2009-05-23,"Proserpine",38.625,42.0625,13.375,4.125,17.5,3.6875,1.5,1.125,1,"f","",2020-02-12,10.0171760868671,137,9.54692556634304,2009,"2006 - 2009",4,0.300271306550194,0.233333333333333,0.786941149061939,0.0784884746299446,-0.341065247287732,0
"1354",1563,"IN","Mackay Whitsunday","Seaforth","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"2007 - 2010",4,0.600542613100387,0.233333333333333,0.786941149061939,0.0784884746299446,NA,0
"1355",916,"IN","Mackay Whitsunday","Seaforth","5",7,-20.46845,149.03895,2011-05-13,"Proserpine",32.625,48.125,14.125,2.875,17,7.1875,1.25,0.875,1,"n","",NA,8.44569889024312,97,22.0306513409962,2011,"2008 - 2011",4,0.260008049757895,0.226666666666667,0.674692777874509,0,-0.309080530732101,0.5
"1356",1564,"IN","Mackay Whitsunday","Seaforth","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"2009 - 2012",4,0.260008049757895,0.226666666666667,0.674692777874509,0,NA,0.5
"1357",932,"IN","Mackay Whitsunday","Seaforth","5",9,-20.46845,149.03895,2013-07-05,"Proserpine",38.9654088050314,43.3808962264151,13.7158018867925,2.3125,16.0283018867925,12.8301886792453,0.75,1.5625,1,"n","",NA,7.5951805719979,102,32.9271245258656,2013,"2010 - 2013",4,0.130004024878948,0.213710691823899,0.613941469428421,0,-0.315473807162177,0.5
"1358",1565,"IN","Mackay Whitsunday","Seaforth","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"2011 - 2014",4,0.130004024878948,0.213710691823899,0.613941469428421,0,NA,0.5
"1359",949,"IN","Mackay Whitsunday","Seaforth","5",11,-20.46845,149.03895,2015-07-11,"Proserpine",41.8125,39,13.1875,3.875,17.0625,10.0625,4.5625,1.375,1,"n","",NA,7.99519096738221,126.5,24.0657698056801,2015,"2012 - 2015",4,0,0.2275,0.642513640527301,0,-0.246957393449128,1
"1360",1566,"IN","Mackay Whitsunday","Seaforth","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"2013 - 2016",4,0,0.2275,0.642513640527301,0,NA,1
"1361",961,"IN","Mackay Whitsunday","Seaforth","5",13,-20.46845,149.03895,2017-06-29,"Proserpine",27,57.5,10.75,3.9375,14.6875,0.8125,10.875,0.8125,1,"s","Debbie",2020-03-28,4.81616714284138,59.5,3.00925925925926,2017,"2014 - 2017",4,0,0.195833333333333,0.415440510202956,0.822010436822691,-0.202575239373656,1
"1362",1567,"IN","Mackay Whitsunday","Seaforth","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2015 - 2018",4,0,0.195833333333333,0.415440510202956,0.822010436822691,NA,1
"1363",975,"IN","Mackay Whitsunday","Seaforth","5",15,-20.46845,149.03895,2019-05-29,"Proserpine",30.875,53.5625,10.8125,3.5,14.3125,8.4375,6.9375,0.75,1,"n","",NA,5.24171212000196,67.5,27.3279352226721,2019,"2016 - 2019",4,0.102291658560465,0.190833333333333,0.44583658000014,0,-0.236205924110692,1
"1364",986,"IN","Mackay Whitsunday","Seaforth","5",16,-20.46845,149.03895,2020-06-14,"Proserpine",31.625,47.125,15.75,4.125,19.875,5.75,6.375,1,1,"n","",NA,5.9311985564684,76,18.1818181818182,2020,"2017 - 2020",4,0.551145829280232,0.265,0.495085611176315,0,-0.217778029604375,1
"1365",991,"IN","Mackay Whitsunday","Seaforth","5",17,-20.46845,149.03895,2021-06-04,"Proserpine",41.3125,40.875,13.8125,3.0625,16.875,12.9375,0.25,1.4375,1,"n","",NA,4.69823945810377,66.5,31.3161875945537,2021,"2018 - 2021",4,0.367430552853488,0.225,0.407017104150269,0,-0.235024136148985,1
"1366",999,"IN","Mackay Whitsunday","Seaforth","5",18,-20.46845,149.03895,2022-07-08,"Proserpine",48.8125,31.5625,13.6875,4.125,17.8125,8.6875,0,1,1,"n","",NA,4.82017124780838,79.5,17.797695262484,2022,"2019 - 2022",4,0.275572914640116,0.2375,0.415726517700599,0,-0.305527739333619,0.5
"1367",1005,"IN","Mackay Whitsunday","Seaforth","5",19,-20.46845,149.03895,2023-06-26,"Proserpine",58.3125,24.375,12.5625,2.3125,14.875,12.3125,0,1.0625,1,"n","",NA,4.62906644997316,92,21.1146838156484,2023,"2020 - 2023",4,0.25,0.198333333333333,0.402076174998083,0,-0.341613556741377,0
"1368",1018,"IN","Mackay Whitsunday","Seaforth","5",20,-20.46845,149.03895,2024-07-16,"Proserpine",57.6045597484277,20.6957547169811,15.4441823899371,3.75275157232704,19.1969339622642,12.4469339622642,0,1.75117924528302,1,"n","",NA,4.64614426913367,91,21.6075498478294,2024,"2021 - 2024",4,0.179781630771672,0.255959119496855,0.403296019223834,0,-0.28558003959795,0.5
"1369",759,"IN","Mackay Whitsunday","Shute Harbour","2",1,-20.3016833333333,148.803216666667,2005-07-11,"Proserpine",41.1875,10.25,24.6875,21.5,46.1875,0.5,0.125,15.625,NA,NA,NA,NA,12.3885735329739,88,1.21396054628225,2005,"2002 - 2005",1,NA,0.615833333333333,0.956326680926707,1,0.0973189264747342,0.5
"1370",763,"IN","Mackay Whitsunday","Shute Harbour","2",2,-20.3016833333333,148.803216666667,2006-05-03,"Proserpine",42.962832714382,7.4723497220886,26.8229335210371,21.967325297618,48.7902588186551,0.0625,0.0625,16.2160059613312,1,"n","",NA,12.614080211685,92.5,0.145474578958752,2006,"2003 - 2006",2,0.504417680010888,0.650536784248735,0.972434300834641,1,0.0458108841278659,0.5
"1371",1568,"IN","Mackay Whitsunday","Shute Harbour","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"2004 - 2007",3,0.504417680010888,0.650536784248735,0.972434300834641,1,NA,0.5
"1372",773,"IN","Mackay Whitsunday","Shute Harbour","2",4,-20.3016833333333,148.803216666667,2008-06-19,"Proserpine",24.5420597484277,13.3396226415094,36.6643081761006,24.3871855345912,61.0514937106918,0.125393081761006,0.814858490566038,25.6462264150943,1,"n","",NA,13.7791545868878,111.5,0.510931368623368,2008,"2005 - 2008",4,0.752208840005444,0.814019916142558,1,1,0.134368026564232,0.5
"1373",1569,"IN","Mackay Whitsunday","Shute Harbour","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"2006 - 2009",4,0.752208840005444,0.814019916142558,1,1,NA,0.5
