"","N","P_CODE","NRM_REGION","REEF","DEPTH","VISIT_NO","LATITUDE","LONGITUDE","Date","subregion","A","AB","HC","SC","CoralCover","MA","ST","Acr","RANK","DISTURBANCE","STORM_NAME","DISTURBANCE_DATE","juv5.d.nf","juv5.abun.nf","MAprop","yr","DateRange","NumYearsInRange","Change.score.linear.mean","CoralCover.score","juv.score","ma.score","gen.composition","composition.score"
"403",355,"IN","Wet Tropics","Fitzroy West","5",12,-16.92315,145.99625,2016-07-19,"Johnstone",33.625,5.5,21.5625,39,60.5625,0.6875,0,5.5625,1,"n","",NA,6.02161986827817,66,2.04460966542751,2016,"2013 - 2016",4,0.5,0.8075,0.501544276305583,0.95321398201578,0.0869914074539515,0.5
"404",371,"IN","Wet Tropics","Fitzroy West","5",13,-16.92315,145.99625,2017-06-26,"Johnstone",51.6875,10,17.125,20.875,38,1,0.6875,2.0625,1,"b","",2020-02-01,5.09695050093893,89,1.93470374848851,2017,"2014 - 2017",4,0.5,0.506666666666667,0.435496464352781,0.962523167738477,-0.0227544973753832,0
"405",386,"IN","Wet Tropics","Fitzroy West","5",14,-16.92315,145.99625,2018-06-03,"Johnstone",40.3396226415094,13.625,22.2763364779874,23.1965408805031,45.4728773584906,1.12735849056604,1.4375,2.69025157232704,1,"n","",NA,4.67887709080225,66.5,2.79466791393826,2018,"2015 - 2018",4,0.666666666666667,0.606305031446541,0.405634077914447,0.889682993578618,0.0610012433658112,0.5
"406",392,"IN","Wet Tropics","Fitzroy West","5",15,-16.92315,145.99625,2019-07-22,"Johnstone",38.9375,9.8125,26,25.1875,51.1875,0.6875,0.9375,5.8125,1,"n","",NA,5.51408660038973,72,1.76565008025682,2019,"2016 - 2019",4,1,0.6825,0.465291900027838,0.976842251173679,0.16050848492774,0.5
"407",401,"IN","Wet Tropics","Fitzroy West","5",16,-16.92315,145.99625,2020-07-19,"Johnstone",33.0267295597484,12.5,29.0931603773585,25.0051100628931,54.0982704402516,1.37814465408805,0,6.88089622641509,1,"n","",NA,6.31276062691271,67,4.17281599619138,2020,"2017 - 2020",4,1,0.721310272536688,0.522340044779479,0.772951912956329,0.160566509862145,0.5
"408",412,"IN","Wet Tropics","Fitzroy West","5",17,-16.92315,145.99625,2021-06-25,"Johnstone",28.25,8.6875,32.8125,29.8125,62.625,0.4375,0,9.75,1,"n","",NA,8.06358596569558,75.5,1.54867256637168,2021,"2018 - 2021",4,1,0.835,0.647398997549684,0.995220551729844,0.219270281017476,0.5
"409",427,"IN","Wet Tropics","Fitzroy West","5",18,-16.92315,145.99625,2022-05-16,"Johnstone",27.1875,8.9375,36.6875,26.9375,63.625,1.1875,0,12.0625,1,"n","",NA,7.04311584293317,62.5,4.36781609195402,2022,"2019 - 2022",4,1,0.848333333333333,0.574508274495227,0.756435130621438,0.271769224663396,0.5
"410",440,"IN","Wet Tropics","Fitzroy West","5",19,-16.92315,145.99625,2023-07-06,"Johnstone",20.3903301886792,10.1996855345912,39.2382075471698,29.9217767295597,69.1599842767296,1.12539308176101,0,14.7771226415094,1,"n","",NA,9.37726913695216,64.5,5.5192489348987,2023,"2020 - 2023",4,0.929256437688317,0.922133123689727,0.741233509782297,0.658907149592591,0.270884268842376,0.5
"411",454,"IN","Wet Tropics","Fitzroy West","5",20,-16.92315,145.99625,2024-06-16,"Johnstone",33.1654874213836,6.51022012578616,36.3580974842767,23.1529088050314,59.5110062893082,3.94261006289308,0,14.2067610062893,1,"s","Jasper",2020-12-13,5.00875883190513,53,11.8876891896697,2024,"2021 - 2024",4,0.90567525025109,0.793480083857442,0.429197059421795,0.119491304233994,0.203860004136942,0.5
"412",237,"RM","Wet Tropics","Fitzroy West LTMP","5",2,-16.92315,145.993133333333,1994-02-09,"Johnstone",35.2280065638684,16.8421942556847,23.9206778443416,21.7884932058585,45.7091710502001,0.164444444444444,0,6.65198457552513,1,"n","",NA,NA,NA,0.466800311696055,1994,NA,NA,NA,0.609455614002668,NA,1,NA,NA
"413",249,"RM","Wet Tropics","Fitzroy West LTMP","5",3,-16.92315,145.993133333333,1995-05-28,"Johnstone",27.6763535359767,12.7581601830473,30.3569597328134,25.7593916118446,56.116351344658,0.0857142857142857,0,11.151324739771,1,"n","",NA,NA,NA,0.309702235891968,1995,"1992 - 1995",1,1,0.748218017928773,NA,1,NA,NA
"414",262,"RM","Wet Tropics","Fitzroy West LTMP","5",4,-16.92315,145.993133333333,1996-01-25,"Johnstone",30.2559103871819,10.2941366766109,35.7717347308413,20.4262634145796,56.1979981454208,0.854956383822363,0,12.7580094463256,1,"n","",NA,NA,NA,2.82574998696642,1996,"1993 - 1996",2,1,0.749306641938944,NA,0.887459674665694,NA,NA
"415",273,"RM","Wet Tropics","Fitzroy West LTMP","5",5,-16.92315,145.993133333333,1997-01-19,"Johnstone",25.6068307645333,15.4730522239339,36.0657906031052,19.3015068492099,55.3672974523151,0.688797212580899,0,14.8346201949815,1,"n","",NA,NA,NA,2.68989637536448,1997,"1994 - 1997",3,0.728186632597407,0.738230632697535,NA,0.898937983389021,NA,NA
"416",286,"RM","Wet Tropics","Fitzroy West LTMP","5",6,-16.92315,145.993133333333,1998-02-05,"Johnstone",40.4185871402366,9.58767692788311,34.064018455771,12.8741338844432,46.9381523402142,9.66513669606453,0,10.7542354552664,1,"n","",NA,NA,NA,23.9126040267818,1998,"1995 - 1998",4,0.546139974448056,0.625842031202856,NA,0,NA,NA
"417",298,"RM","Wet Tropics","Fitzroy West LTMP","5",7,-16.92315,145.993133333333,1999-02-08,"Johnstone",35.2582667124981,14.4916578975301,31.6010664957124,16.2497787506423,47.8508452463547,6.12216057466489,0,12.0760268325035,1,"b","",2019-02-01,NA,NA,17.3637593265319,1999,"1996 - 1999",4,0.394853299264074,0.638011269951397,NA,0,NA,NA
"418",310,"RM","Wet Tropics","Fitzroy West LTMP","5",8,-16.92315,145.993133333333,2000-02-02,"Johnstone",65.2013154992245,11.6099109134544,6.97270622742714,15.451769020949,22.4244752483762,10.970063123258,0,1.23394779857724,1,"c","",NA,NA,NA,16.8249107234477,2000,"1997 - 2000",4,0.0922799488961112,0.298993003311682,NA,0,NA,NA
"419",323,"RM","Wet Tropics","Fitzroy West LTMP","5",9,-16.92315,145.993133333333,2001-02-07,"Johnstone",60.0311228079958,15.5681180509119,6.24980758130806,17.5912207276076,23.8410283089157,2.68184042037414,0,0.363966547427018,1,"c","",NA,NA,NA,4.46741672474088,2001,"1998 - 2001",4,0,0.317880377452209,NA,0.748754803924352,NA,NA
"420",336,"RM","Wet Tropics","Fitzroy West LTMP","5",10,-16.92315,145.993133333333,2001-09-22,"Johnstone",62.8489981646096,13.2921024620636,8.50356379720081,14.9403147861052,23.443878583306,11.1654327768776,0,0.473288117309856,1,"n","",NA,NA,NA,17.765490465948,2002,"1999 - 2002",4,1,0.312585047777413,NA,0,NA,NA
"421",346,"RM","Wet Tropics","Fitzroy West LTMP","5",11,-16.92315,145.993133333333,2002-11-08,"Johnstone",63.6891996891997,12.2477078477078,7.10626780626781,16.3503496503496,23.4566174566175,0.800673400673401,0,0.402900802900803,1,"n","",NA,NA,NA,1.25715726462359,2003,"2000 - 2003",4,0.5,0.312754899421566,NA,1,NA,NA
"422",358,"RM","Wet Tropics","Fitzroy West LTMP","5",12,-16.92315,145.993133333333,2004-01-15,"Johnstone",53.6192272441012,10.5996532899029,9.73663515471052,23.2857616641206,33.0223968188311,0.3,0,0.678597700510734,1,"n","",NA,NA,NA,0.559500789957774,2004,"2001 - 2004",4,0.666666666666667,0.440298624251081,NA,1,NA,NA
"423",372,"RM","Wet Tropics","Fitzroy West LTMP","5",13,-16.92315,145.993133333333,2005-02-03,"Johnstone",50.9943110623314,7.88423194768373,15.34757854301,25.1029862349659,40.4505647779759,0.337051264462432,0,1.72468102620387,1,"n","",NA,NA,NA,0.660958560750919,2005,"2002 - 2005",4,0.75,0.539340863706346,NA,1,NA,NA
"424",1315,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"2003 - 2006",4,0.666666666666667,0.539340863706346,NA,1,NA,NA
"425",397,"RM","Wet Tropics","Fitzroy West LTMP","5",15,-16.92315,145.993133333333,2007-01-19,"Johnstone",46.1172613911307,9.18764191327005,17.8330761551867,25.5258345600054,43.3589107151921,1.30184592998663,0,2.1705327986735,1,"n","",NA,2.89060784733667,11.3333333333333,2.82290381240419,2007,"2004 - 2007",4,0.851268223630157,0.578118809535895,0.251357204116232,0.887700148731275,-0.0343273627031752,0.5
"426",1316,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"2005 - 2008",4,0.776902335445236,0.578118809535895,0.251357204116232,0.887700148731275,NA,0.5
"427",425,"RM","Wet Tropics","Fitzroy West LTMP","5",17,-16.92315,145.993133333333,2009-01-03,"Johnstone",33.2333333333333,14.8333333333333,24.8333333333333,26.3666666666667,51.2,0.633333333333333,0,4.56666666666667,1,"n","",NA,8.30347030089862,23.3333333333333,1.90571715145436,2009,"2006 - 2009",4,0.776902335445236,0.682666666666667,0.66453359292133,0.96519350004641,0.0175228843037832,0.5
"428",1317,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"2007 - 2010",4,0.776902335445236,0.682666666666667,0.66453359292133,0.96519350004641,NA,0.5
"429",451,"RM","Wet Tropics","Fitzroy West LTMP","5",19,-16.92315,145.993133333333,2011-02-08,"Johnstone",35.9460636515913,11.4731993299832,29.1386934673367,22.3407035175879,51.4793969849246,0.333333333333333,0,9.40184254606365,1,"n","",NA,6.07130378126921,18.6666666666667,0.927315259228884,2011,"2008 - 2011",4,0.823224640158279,0.686391959798995,0.505093127233515,1,0.0629176449582464,1
"430",1318,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"2009 - 2012",4,0.823224640158279,0.686391959798995,0.505093127233515,1,NA,1
"431",465,"RM","Wet Tropics","Fitzroy West LTMP","5",21,-16.92315,145.993133333333,2013-01-17,"Johnstone",39.2666666666667,5.83333333333333,29.0666666666667,24.7666666666667,53.8333333333333,1.13333333333333,0,7.2,1,"c","",NA,8.25872981419174,28.3333333333333,2.88624787775891,2013,"2010 - 2013",4,0.646449280316557,0.717777777777778,0.661337843870838,0.882348191360701,-0.0212313031558327,0.5
"432",1319,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"2011 - 2014",4,0.646449280316557,0.717777777777778,0.661337843870838,0.882348191360701,NA,0.5
"433",469,"RM","Wet Tropics","Fitzroy West LTMP","5",23,-16.92315,145.993133333333,2015-03-10,"Johnstone",47.2854271356784,5.40402010050251,16.536013400335,29.371189279732,45.907202680067,0.400670016750419,0,1.67018425460637,1,"c","",NA,13.5600862081692,54.6666666666667,0.847343549632652,2015,"2012 - 2015",4,NA,0.612096035734227,1,1,-0.0366124344581788,0.5
"434",1320,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"2013 - 2016",4,NA,0.612096035734227,1,1,NA,0.5
"435",472,"RM","Wet Tropics","Fitzroy West LTMP","5",25,-16.92315,145.993133333333,2016-12-19,"Johnstone",45.9333333333333,9.9,17.2333333333333,26.3,43.5333333333333,0.3,0,1.8,1,"n","",NA,16.5987900831695,65,0.653120464441219,2017,"2014 - 2017",4,0.351149843331018,0.580444444444444,1,1,-0.0188706629279543,0.5
"436",1321,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2015 - 2018",4,0.351149843331018,0.580444444444444,1,1,NA,0.5
"437",476,"RM","Wet Tropics","Fitzroy West LTMP","5",27,-16.92315,145.993133333333,2019-02-28,"Johnstone",47.429937566621,12.1833629426594,20.7296245537452,18.8532121888906,39.5828367426357,0.200504204524305,0,2.41042248278429,1,"n","",NA,9.75556578319745,39.3333333333333,0.422737652232144,2019,"2016 - 2019",4,0.497178807801528,0.527771156568477,0.768254698799818,1,0.0144660912041967,0.5
"438",1322,"RM","Wet Tropics","Fitzroy West LTMP","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"2017 - 2020",4,0.497178807801528,0.527771156568477,0.768254698799818,1,NA,0.5
"439",477,"RM","Wet Tropics","Fitzroy West LTMP","5",29,-16.92315,145.993133333333,2021-01-17,"Johnstone",34.7743770653318,6.3829875875102,37.9324847495702,20.0719289272053,58.0044136767755,0.468023880084182,0,7.59275098621832,1,"n","",NA,8.50644429276288,25.3333333333333,1.34588717205455,2021,"2018 - 2021",4,0.821603886136019,0.773392182357006,0.679031735197348,1,0.115816895568567,1
"440",480,"RM","Wet Tropics","Fitzroy West LTMP","5",30,-16.92315,145.993133333333,2021-09-19,"Johnstone",36.8569514237856,12.342378559464,33.4807370184255,16.5190954773869,49.9998324958124,0.46750418760469,0,3.23534338358459,1,"c","",NA,9.7269885649327,30.6666666666667,1.26842880255958,2022,"2019 - 2022",4,0.821603886136019,0.666664433277499,0.766213468923764,1,-0.0637171999221938,0
"441",483,"RM","Wet Tropics","Fitzroy West LTMP","5",31,-16.92315,145.993133333333,2023-03-05,"Johnstone",34.3840871021776,18.0286432160804,34.3021775544389,12.6179229480737,46.9201005025126,0.43500837520938,0,6.87688442211055,1,"n","",NA,6.0773086730217,18,1.26514446614996,2023,"2020 - 2023",4,0.5,0.625601340033501,0.505522048072978,1,0.127911922194657,1
"442",484,"RM","Wet Tropics","Fitzroy West LTMP","5",32,-16.92315,145.993133333333,2023-08-25,"Johnstone",31.5343434343434,8.9043771043771,38.6885521885522,20.0383838383838,58.726936026936,0.567340067340067,0,8.01346801346801,1,"n","",NA,12.753215492276,33.6666666666667,1.79911805844731,2024,"2021 - 2024",4,0.666666666666667,0.78302581369248,0.98237253516257,0.9742000865091,0.103012269659766,1
"443",11,"IN","Wet Tropics","Franklands East","2",1,-17.2037833333333,146.07675,2005-08-05,"Johnstone",51.0625,8.1875,33.1875,7.1875,40.375,0.125,0,28.125,NA,NA,NA,NA,7.16610414657666,61,0.244798041615667,2005,"2002 - 2005",1,NA,0.538333333333333,0.583293153326905,1,0.132675623269526,0.5
"444",21,"IN","Wet Tropics","Franklands East","2",2,-17.2037833333333,146.07675,2006-05-27,"Johnstone",78.4375,5.625,13.875,1.625,15.5,0.125,0,11.5,1,"s","Larry",2020-03-19,1.12054893900006,14.5,0.159362549800797,2006,"2003 - 2006",2,NA,0.206666666666667,0.0974390381739183,1,0.17764755789541,0.5
"445",28,"IN","Wet Tropics","Franklands East","2",3,-17.2037833333333,146.07675,2007-07-08,"Johnstone",82.4375,3.125,12.5,0.625,13.125,11.625,0,10.125,1,"d","",NA,1.65492084853207,44.5,14.1015921152388,2007,"2004 - 2007",3,0,0.175,0.143906160741919,0,-0.0178925668230431,0.5
"446",1323,"IN","Wet Tropics","Franklands East","2",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"2005 - 2008",4,0,0.175,0.143906160741919,0,NA,0.5
"447",46,"IN","Wet Tropics","Franklands East","2",5,-17.2037833333333,146.07675,2009-07-08,"Johnstone",65.8125,4.5625,26.5625,2,28.5625,2.1875,0,21.8125,1,"n","",NA,5.43279040011066,125.5,3.32383665716999,2009,"2006 - 2009",4,0.305773289747539,0.380833333333333,0.459485028579333,1,0.140887638059805,0.5
"448",1324,"IN","Wet Tropics","Franklands East","2",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"2007 - 2010",4,0.305773289747539,0.380833333333333,0.459485028579333,1,NA,0.5
"449",72,"IN","Wet Tropics","Franklands East","2",7,-17.2037833333333,146.07675,2011-08-18,"Johnstone",79.3125,6.375,12.9375,0.4375,13.375,19.5625,0.0625,9.8125,1,"s","Yasi",2020-02-02,2.60906818487597,71,24.6650906225374,2011,"2008 - 2011",4,0.611546579495077,0.178333333333333,0.226875494337041,0,-0.0383288015923385,0.5
"450",1325,"IN","Wet Tropics","Franklands East","2",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"2009 - 2012",4,0.611546579495077,0.178333333333333,0.226875494337041,0,NA,0.5
"451",86,"IN","Wet Tropics","Franklands East","2",9,-17.2037833333333,146.07675,2013-08-07,"Johnstone",72.5,7.875,17.4375,0.9375,18.375,27.4375,0.0625,13.9375,1,"n","",NA,2.82957788218057,69,37.8448275862069,2013,"2010 - 2013",4,0.288823472867803,0.245,0.246050250624398,0,0.0711486454893966,0.5
"452",1326,"IN","Wet Tropics","Franklands East","2",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"2011 - 2014",4,0.288823472867803,0.245,0.246050250624398,0,NA,0.5
"453",105,"IN","Wet Tropics","Franklands East","2",11,-17.2037833333333,146.07675,2015-08-03,"Johnstone",61.5,10.3125,25.875,1.4375,27.3125,10.4375,0.0625,21.875,1,"n","",NA,3.35782275821967,71.5,16.9715447154472,2015,"2012 - 2015",4,0.34988326371961,0.364166666666667,0.291984587671275,0,0.100849597536374,0.5
"454",110,"IN","Wet Tropics","Franklands East","2",12,-17.2037833333333,146.07675,2016-07-22,"Johnstone",58.25,4.5,34.1875,1.5,35.6875,4.0625,0,30.125,1,"n","",NA,2.8422230425218,54,6.97424892703863,2016,"2013 - 2016",4,0.45960412615302,0.475833333333333,0.247149829784504,0.597614107883201,0.132185154600526,0.5
"455",119,"IN","Wet Tropics","Franklands East","2",13,-17.2037833333333,146.07675,2017-08-06,"Johnstone",60.0625,5.6875,32.1875,1.1875,33.375,2.375,0,28.625,1,"b","",2020-02-01,3.04311869513953,62.5,3.95421436004162,2017,"2014 - 2017",4,0.544994452795628,0.445,0.264619016968654,0.940002149893391,0.0957025762777257,0.5
"456",139,"IN","Wet Tropics","Franklands East","2",14,-17.2037833333333,146.07675,2018-06-04,"Johnstone",49.625,5.25,40.75,2.8125,43.5625,0.75,0,37.625,1,"n","",NA,4.0617767947262,68.5,1.51133501259446,2018,"2015 - 2018",4,0.644420754611795,0.580833333333333,0.353197982150104,1,0.148009057834229,0.5
"457",147,"IN","Wet Tropics","Franklands East","2",15,-17.2037833333333,146.07675,2019-07-20,"Johnstone",43.1875,3.75,49.5,2.75,52.25,0.875,0,44.3125,1,"n","",NA,4.76362079778603,69.5,2.0260492040521,2019,"2016 - 2019",4,0.698420010520332,0.696666666666667,0.411687199841859,1,0.169344621231902,0.5
"458",151,"IN","Wet Tropics","Franklands East","2",16,-17.2037833333333,146.07675,2020-07-21,"Johnstone",33.1875,4.375,56.9375,3.75,60.6875,1.125,0,50.9375,1,"n","",NA,3.54703679224499,40,3.38983050847458,2020,"2017 - 2020",4,0.669881170736745,0.809166666666667,0.308437981934347,1,0.188828518201551,0.5
"459",164,"IN","Wet Tropics","Franklands East","2",17,-17.2037833333333,146.07675,2021-06-24,"Johnstone",33.4375,2.9375,60.375,1.9375,62.3125,1,0,55.5625,1,"n","",NA,3.34858332963188,37.5,2.99065420560748,2021,"2018 - 2021",4,0.607996623791656,0.830833333333333,0.291181159098424,1,0.230893002927329,1
"460",185,"IN","Wet Tropics","Franklands East","2",18,-17.2037833333333,146.07675,2022-05-14,"Johnstone",30.3125,3.0625,61.9375,3.125,65.0625,1.375,0,55.5,1,"n","",NA,3.73918405426291,38,4.5360824742268,2022,"2019 - 2022",4,0.458324139372917,0.8675,0.325146439501123,0.874034466443288,0.240889317339653,1
"461",193,"IN","Wet Tropics","Franklands East","2",19,-17.2037833333333,146.07675,2023-07-05,"Johnstone",25.8125,2.375,68.1875,2.6875,70.875,1.75,0,62,1,"n","",NA,2.86559751911744,24.5,6.77966101694915,2023,"2020 - 2023",4,0.456196856710567,0.945,0.249182392966734,0.61967497243835,0.3199278044942,1
"462",202,"IN","Wet Tropics","Franklands East","2",20,-17.2037833333333,146.07675,2024-06-17,"Johnstone",51.6442610062893,2.25353773584906,43.6560534591195,1.5062893081761,45.1623427672956,3.88561320754717,0,39.0184748427673,1,"c","",NA,3.723179641187,66,7.52380444958632,2024,"2021 - 2024",4,0.410452698391063,0.602164570230608,0.323754751407565,0.535309774880783,0.316749268750851,1
"463",218,"IN","Wet Tropics","Franklands East","5",1,-17.20325,146.077,2005-08-04,"Johnstone",71.875,1,18.7589285714286,7.55357142857143,26.3125,12.375,0,13.6607142857143,NA,NA,NA,NA,8.31334359672049,103.5,17.2173913043478,2005,"2002 - 2005",1,NA,0.350833333333333,0.665238828337178,0,0.241089633433309,0.5
"464",235,"IN","Wet Tropics","Franklands East","5",2,-17.20325,146.077,2006-05-27,"Johnstone",81.4375,2.25,11,4.9375,15.9375,0.3125,0,5.3125,1,"s","Larry",2020-03-19,6.14866758595948,83.5,0.383729854182655,2006,"2003 - 2006",2,NA,0.2125,0.51061911328282,1,0.279548981471331,0.5
"465",247,"IN","Wet Tropics","Franklands East","5",3,-17.20325,146.077,2007-07-08,"Johnstone",80.375,2.25,11.3125,5.875,17.1875,3.5625,0,4.0625,1,"n","",NA,4.37907011485963,110.5,4.43234836702955,2007,"2004 - 2007",3,0.138879940020353,0.229166666666667,0.380788705639968,0.671564884853272,0.128048326795854,0
"466",1327,"IN","Wet Tropics","Franklands East","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"2005 - 2008",4,0.138879940020353,0.229166666666667,0.380788705639968,0.671564884853272,NA,0
"467",267,"IN","Wet Tropics","Franklands East","5",5,-17.20325,146.077,2009-07-08,"Johnstone",66.4375,2.625,24.375,6.3125,30.6875,1.25,0,11.3125,1,"n","",NA,8.52398867930924,170,1.88146754468485,2009,"2006 - 2009",4,0.569439970010176,0.409166666666667,0.680284905664945,0.954999510209946,0.258850643472023,0.5
"468",1328,"IN","Wet Tropics","Franklands East","5",NA,NA,NA,NA,"Johnstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"2007 - 2010",4,0.569439970010176,0.409166666666667,0.680284905664945,0.954999510209946,NA,0.5
"469",287,"IN","Wet Tropics","Franklands East","5",7,-17.20325,146.077,2011-08-18,"Johnstone",73.625,6.125,16,3.6875,19.6875,5.0625,0.0625,7.9375,1,"s","Yasi",2020-02-02,4.90185636508305,113,6.87606112054329,2011,"2008 - 2011",4,1,0.2625,0.421561168934503,0.400037966502438,0.245848983467964,0.5
