fid,DHW,maxhs,HIR,SSTA,SSTA_SD,SSTA_freq,SSTA_freq_SD,LAT,LON,Depth,Year,Month,Seve,Seve2,DIST_M,DIST_L,PAR,kd490,ECOREGION,Site,wind,ONI,cyclone_100,cyclone_200,cyclone
1029,0.821428,1.23,0.0283251,1.635,0.390364,151,41.3425,-20.3461,150.1982,-3.159002781,1998,4,0.000167504,0,nan,75,40.676,0.642,20143,Torres Strait & Great Barrier Reef,6.04019,0.99,0,0,0
1031,1.65143,1.41,0.0412858,1.729,0.370359,138,39.9838,-20.682,150.2283,-1.813352942,1998,4,0.000167504,0,nan,49,43.232,0.7,20143,Torres Strait & Great Barrier Reef,5.94432,0.99,0,0,0
1033,1.11714,1.29,0.0385222,1.64,0.385948,151,42.312,-20.405,150.2362,-1.941510081,1998,4,0.000167504,0,nan,75,40.676,0.642,20143,Torres Strait & Great Barrier Reef,6.04019,0.99,0,0,0
1037,1.14143,1.39,0.0407653,1.65967,0.382653,145,42.3358,-20.5177,150.2399,-1.685195804,1998,4,0.000167504,0,nan,65,41.532,0.768,20143,Torres Strait & Great Barrier Reef,5.94432,0.99,0,0,0
1039,1.80429,1.38,0.0668255,1.57533,0.409395,146,42.0486,-21.0673,150.2565,-2.19782424,1998,4,0.000167504,0,nan,36,41.536,0.622,20143,Torres Strait & Great Barrier Reef,5.84515,0.99,0,0,0
1041,1.47714,1.37,0.0527551,1.67433,0.355409,139,40.619,-20.6591,150.2872,-1.685195804,1998,4,0.000167504,0,nan,56,42.37,0.74,20143,Torres Strait & Great Barrier Reef,5.96123,0.99,0,0,0
1043,0.992857,1.33,0.0354592,1.625,0.378535,150,42.5776,-20.4726,150.2892,-8.47752285,1998,4,0.000167504,0,nan,72,43.18,0.686,20143,Torres Strait & Great Barrier Reef,6.04717,0.99,0,0,0
1045,1.59715,1.28,0.0570409,1.595,0.340105,151,41.8493,-20.5361,150.3808,-1.621117234,1998,4,0.000167504,0,nan,73,43.352,0.736,20143,Torres Strait & Great Barrier Reef,5.96123,0.99,0,0,0
1047,1.59714,1.24,0.0570409,1.59967,0.336,149,41.4093,-20.6011,150.3833,-1.492960215,1998,4,0.000167504,0,nan,67,42.856,0.734,20143,Torres Strait & Great Barrier Reef,5.96123,0.99,0,0,0
1049,1.54,1.37,0.0669566,1.48793,0.352442,124,39.4769,-21.0842,150.4515,-2.390059948,1998,4,0.000167504,0,nan,48,43.398,0.816,20143,Torres Strait & Great Barrier Reef,5.84515,0.99,0,0,0
1051,1.59286,1.19,0.0398215,1.572,0.330653,147,41.3435,-20.6524,150.4586,-1.685195804,1998,4,0.000167504,0,nan,69,42.758,0.692,20143,Torres Strait & Great Barrier Reef,5.96123,0.99,0,0,0
1053,1.60143,1.18,0.0400357,1.57667,0.332893,147,40.7952,-20.7187,150.4687,-1.428881645,1998,4,0.000167504,0,nan,67,41.416,0.71,20143,Torres Strait & Great Barrier Reef,5.96123,0.99,0,0,0
1055,1.50572,1.36,0.0654659,1.48793,0.336745,125,39.2991,-21.1251,150.4799,-1.364803076,1998,4,0.000167504,0,nan,45,43.398,0.624,20143,Torres Strait & Great Barrier Reef,5.84515,0.99,0,0,0
1057,1.69714,1.34,0.0737888,1.50414,0.337653,127,40.5338,-21.0534,150.5083,-2.069667101,1998,4,0.000167504,0,nan,53,44.23,0.638,20143,Torres Strait & Great Barrier Reef,5.84905,0.99,0,0,0
1059,2.01714,1.31,0.0877019,1.52828,0.325251,133,41.3154,-20.9779,150.5274,-6.042537689,1998,4,0.000167504,0,nan,62,43.61,0.694,20143,Torres Strait & Great Barrier Reef,5.84905,0.99,0,0,0
1063,2.31857,1.35,0.100808,1.535,0.313396,143,41.5915,-20.9501,150.6575,-8.669758797,1998,4,0.000167504,0,nan,71,42.338,0.702,20143,Torres Strait & Great Barrier Reef,5.91461,0.99,0,0,0
1065,2.94143,1.45,0.113132,1.63828,0.316409,160,42.8421,-21.0287,150.9237,-2.069667101,1998,4,0.000167504,0,nan,84,41.998,0.75,20143,Torres Strait & Great Barrier Reef,5.87449,0.99,0,0,0
1067,3.48286,1.5,0.120099,1.69655,0.305881,171,44.2493,-21.2142,151.0133,-1.813352942,1998,4,0.000167504,0,nan,82,43.976,0.678,20143,Torres Strait & Great Barrier Reef,5.90668,0.99,0,0,0
1069,2.14857,1.32,0.0859429,1.58333,0.346995,151,45.2707,-20.7461,151.0204,-2.582295656,1998,4,0.000167504,0,nan,113,42.944,0.754,20143,Torres Strait & Great Barrier Reef,5.99894,0.99,0,0,0
1071,3.93143,1.53,0.122857,1.71276,0.315769,171,44.3282,-21.1749,151.0371,-10.07948685,1998,4,0.000167504,0,nan,86,44.25,0.7,20143,Torres Strait & Great Barrier Reef,5.90668,0.99,0,0,0
1073,3.76715,1.54,0.117723,1.71931,0.316086,170,44.3305,-21.1261,151.0796,-6.683323383,1998,4,0.000167504,0,nan,92,43.898,0.7,20143,Torres Strait & Great Barrier Reef,5.90668,0.99,0,0,0
1075,1.71857,1.25,0.0747205,1.58667,0.334654,153,47.0397,-20.8114,151.0917,-1.492960215,1998,4,0.000167504,0,nan,113,43.256,0.686,20143,Torres Strait & Great Barrier Reef,5.99894,0.99,0,0,0
1077,4.02,1.56,0.125625,1.74621,0.309071,173,44.6778,-21.2598,151.1292,-2.19782424,1998,4,0.000167504,0,nan,89,43.586,0.708,20143,Torres Strait & Great Barrier Reef,5.83401,0.99,0,0,0
1079,1.68,1.2,0.0730435,1.60333,0.338918,155,48.6686,-20.8031,151.1596,-12.38631535,1998,4,0.000167504,0,nan,118,43.128,0.624,20143,Torres Strait & Great Barrier Reef,5.99894,0.99,0,0,0
1081,4.23428,1.62,0.132321,1.80621,0.312168,169,44.1873,-21.323,151.1682,-17.19220734,1998,4,0.000167504,0,nan,85,40.718,0.686,20143,Torres Strait & Great Barrier Reef,5.83401,0.99,0,0,0
1083,1.23286,1.25,0.0440306,1.57,0.322163,163,46.6196,-20.9294,151.2406,-18.60193443,1998,4,0.000167504,0,nan,118,42.766,1.284,20143,Torres Strait & Great Barrier Reef,5.99894,0.99,0,0,0
1087,3.96715,1.71,0.123973,1.88931,0.328932,162,42.5713,-21.3805,151.2519,-6.683323383,1998,4,0.000167504,0,nan,85,42.896,0.66,20143,Torres Strait & Great Barrier Reef,5.85353,0.99,0,0,0
1093,3.64857,1.54,0.114018,1.71586,0.318734,164,42.8707,-21.3448,151.2821,-11.87368679,1998,4,0.000167504,0,nan,91,42.896,0.66,20143,Torres Strait & Great Barrier Reef,5.85353,0.99,0,0,0
1095,1.54714,1.26,0.0672671,1.65333,0.358921,156,49.29,-20.8561,151.2996,-3.735709667,1998,4,0.000167504,0,nan,127,42.446,0.536,20143,Torres Strait & Great Barrier Reef,6.02772,0.99,0,0,0
1097,0.937143,1.22,0.0334694,1.60667,0.331708,169,47.8882,-20.9428,151.3167,-1.685195804,1998,4,0.000167504,0,nan,123,42.594,0.606,20143,Torres Strait & Great Barrier Reef,6.02772,0.99,0,0,0
1099,3.17857,1.56,0.105952,1.73241,0.322536,161,42.4909,-21.3956,151.3311,-2.005588531,1998,4,0.000167504,0,nan,90,42.554,0.67,20143,Torres Strait & Great Barrier Reef,5.85353,0.99,0,0,0
1107,2.97857,1.57,0.0992858,1.74241,0.317591,161,42.3794,-21.4323,151.4209,-0.788096011,1998,4,0.000167504,0,nan,95,43.404,0.716,20143,Torres Strait & Great Barrier Reef,5.85353,0.99,0,0,0
1113,1.69286,1.15,0.0604592,1.66667,0.337894,162,47.5133,-21.0438,151.5573,-9.823172569,1998,4,0.000167504,0,nan,134,40.918,0.434,20143,Torres Strait & Great Barrier Reef,5.95715,0.99,0,0,0
1123,2.14286,1.17,0.0765307,1.61,0.340559,168,49.3591,-21.1016,151.7181,-13.98827934,1998,4,0.000167504,0,nan,141,42.02,0.498,20143,Torres Strait & Great Barrier Reef,5.95715,0.99,0,0,0
1124,2.14286,1.17,0.0765307,1.61,0.340559,168,49.3591,-21.1016,151.7181,-13.98827934,1998,4,0.000167504,0,nan,141,42.02,0.498,20143,Torres Strait & Great Barrier Reef,5.95715,0.99,0,0,0
1129,1.2,1.1,0.0428571,1.55,0.318935,168,48.9953,-21.1517,151.7598,-16.16695023,1998,4,0.000167504,0,nan,141,42.888,0.56,20143,Torres Strait & Great Barrier Reef,5.98443,0.99,0,0,0
1130,1.2,1.1,0.0428571,1.55,0.318935,168,48.9953,-21.1517,151.7598,-16.16695023,1998,4,0.000167504,0,nan,141,42.888,0.56,20143,Torres Strait & Great Barrier Reef,5.98443,0.99,0,0,0
1131,2.36429,1.27,0.0844388,1.58467,0.3509,168,49.4798,-21.1207,151.7749,-1.877431512,1998,4,0.000167504,0,nan,144,42.888,0.56,20143,Torres Strait & Great Barrier Reef,5.98443,0.99,0,0,0
1132,2.36429,1.27,0.0844388,1.58467,0.3509,168,49.4798,-21.1207,151.7749,-1.877431512,1998,4,0.000167504,0,nan,144,42.888,0.56,20143,Torres Strait & Great Barrier Reef,5.98443,0.99,0,0,0
1137,0.29,1.02,0.0725,1.50533,0.297367,167,48.8632,-21.1855,151.8236,-2.454138517,1998,4,0.000167504,0,nan,144,42.874,0.56,20143,Torres Strait & Great Barrier Reef,5.98443,0.99,0,0,0
1138,0.29,1.02,0.0725,1.50533,0.297367,167,48.8632,-21.1855,151.8236,-2.454138517,1998,4,0.000167504,0,nan,144,42.874,0.56,20143,Torres Strait & Great Barrier Reef,5.98443,0.99,0,0,0
1141,0,0.970001,0,1.47067,0.284275,168,48.8232,-21.2434,151.8459,-1.236645937,1998,4,0.000167504,0,nan,142,42.874,0.56,20143,Torres Strait & Great Barrier Reef,5.89609,0.99,0,0,0
1142,0,0.970001,0,1.47067,0.284275,168,48.8232,-21.2434,151.8459,-1.236645937,1998,4,0.000167504,0,nan,142,42.874,0.56,20143,Torres Strait & Great Barrier Reef,5.89609,0.99,0,0,0
1143,1.06572,1.14,0.118413,1.46667,0.315601,160,46.6368,-21.2254,151.9857,-5.658066273,1998,4,0.000167504,0,nan,156,43.374,0.348,20143,Torres Strait & Great Barrier Reef,5.89609,0.99,0,0,0
1149,2.63714,1.41,0.164821,1.596,0.371958,154,43.1928,-21.1066,152.0811,-1.428881645,1998,4,0.000167504,0,nan,172,42.976,0.354,20143,Torres Strait & Great Barrier Reef,6.0056,0.99,0,0,0
1153,2.42429,1.37,0.161619,1.57067,0.361952,151,42.7744,-21.0935,152.1425,-1.557038665,1998,4,0.000167504,0,nan,177,42.976,0.354,20143,Torres Strait & Great Barrier Reef,6.0056,0.99,0,0,0
1163,2.07,1.36,0.138,1.54533,0.350169,149,42.6148,-21.1039,152.2038,-1.492960215,1998,4,0.000167504,0,nan,182,42.696,0.378,20143,Torres Strait & Great Barrier Reef,6.0056,0.99,0,0,0
1164,2.07,1.36,0.138,1.54533,0.350169,149,42.6148,-21.1039,152.2038,-1.492960215,1998,4,0.000167504,0,nan,182,42.696,0.378,20143,Torres Strait & Great Barrier Reef,6.0056,0.99,0,0,0
1171,1.71143,1.25,0.142619,1.474,0.326658,155,42.4368,-21.3505,152.2547,-2.395828247,1998,4,0.000167504,0,nan,174,41.84,0.398,20143,Torres Strait & Great Barrier Reef,5.96465,0.99,0,0,0
1173,1.48286,1.38,0.164762,1.522,0.341371,143,41.8738,-21.101,152.2575,-2.582295656,1998,4,0.000167504,0,nan,187,43.096,0.38,20143,Torres Strait & Great Barrier Reef,6.03683,0.99,0,0,0
1174,1.48286,1.38,0.164762,1.522,0.341371,143,41.8738,-21.101,152.2575,-2.582295656,1998,4,0.000167504,0,nan,187,43.096,0.38,20143,Torres Strait & Great Barrier Reef,6.03683,0.99,0,0,0
1175,3.93858,1.77,0.0378709,1.82207,0.307741,135,37.6686,-23.7599,152.2703,-8.343414307,1998,4,0.000167504,0,nan,59,39.972,0.492,20143,Torres Strait & Great Barrier Reef,5.63203,0.99,0,0,0
1177,1.50714,1.44,0.16746,1.506,0.336215,143,41.77,-21.0853,152.2832,-2.069667101,1998,4,0.000167504,0,nan,190,43.096,0.38,20143,Torres Strait & Great Barrier Reef,6.03683,0.99,0,0,0
1178,1.50714,1.44,0.16746,1.506,0.336215,143,41.77,-21.0853,152.2832,-2.069667101,1998,4,0.000167504,0,nan,190,43.096,0.38,20143,Torres Strait & Great Barrier Reef,6.03683,0.99,0,0,0
1179,4.51143,1.78,0.0417725,1.78,0.305359,136,37.4664,-23.8077,152.2927,-1.528377295,1998,4,0.000167504,0,nan,56,40.634,0.654,20143,Torres Strait & Great Barrier Reef,5.63203,0.99,0,0,0
1187,1.54143,1.5,0.17127,1.55483,0.33246,137,41.3738,-21.1039,152.353,-1.621117234,1998,4,0.000167504,0,nan,196,42.148,0.378,20143,Torres Strait & Great Barrier Reef,6.03683,0.99,0,0,0
1188,1.54143,1.5,0.17127,1.55483,0.33246,137,41.3738,-21.1039,152.353,-1.621117234,1998,4,0.000167504,0,nan,196,42.148,0.378,20143,Torres Strait & Great Barrier Reef,6.03683,0.99,0,0,0
1189,4.68429,1.81,0.0433731,1.81,0.306287,139,37.5724,-23.8613,152.37,-0.864392638,1998,4,0.000167504,0,nan,59,40.502,0.49,20143,Torres Strait & Great Barrier Reef,5.63203,0.99,0,0,0
1197,1.51714,1.51,0.151714,1.57207,0.308576,140,39.8965,-21.3594,152.4801,-2.005588531,1998,4,0.000167504,0,nan,196,42.85,0.424,20143,Torres Strait & Great Barrier Reef,5.96465,0.99,0,0,0
1205,1.48572,1.45,0.148572,1.51104,0.301378,141,39.3055,-21.4171,152.4898,-1.685195804,1998,4,0.000167504,0,nan,194,42.85,0.424,20143,Torres Strait & Great Barrier Reef,5.96465,0.99,0,0,0
1223,1.68572,1.55,0.168572,1.61104,0.308266,139,38.8508,-21.3842,152.5317,-0.659938931,1998,4,0.000167504,0,nan,200,42.692,0.644,20143,Torres Strait & Great Barrier Reef,6.16392,0.99,0,0,0
1224,1.68572,1.55,0.168572,1.61104,0.308266,139,38.8508,-21.3842,152.5317,-0.659938931,1998,4,0.000167504,0,nan,200,42.692,0.644,20143,Torres Strait & Great Barrier Reef,6.16392,0.99,0,0,0
1225,1.34571,1.33,0.168214,1.40433,0.2552,123,34.5678,-21.5773,152.534,-1.300724506,1998,4,0.000167504,0,nan,195,41.11,0.862,20143,Torres Strait & Great Barrier Reef,5.97949,0.99,0,0,0
1229,1.35286,1.31,0.169107,1.38433,0.24562,118,33.2773,-21.6671,152.5437,-1.492960215,1998,4,0.000167504,0,nan,194,41.11,0.862,20143,Torres Strait & Great Barrier Reef,5.97949,0.99,0,0,0
1231,1.05571,1.41,0.175952,1.46897,0.281898,135,36.4302,-21.4883,152.5621,-3.992023945,1998,4,0.000167504,0,nan,200,42.592,0.644,20143,Torres Strait & Great Barrier Reef,5.97949,0.99,0,0,0
1233,1.66857,1.46,0.185397,1.51069,0.257153,112,32.409,-21.7881,152.5926,-1.877431512,1998,4,0.000167504,0,nan,190,42.116,0.734,20143,Torres Strait & Great Barrier Reef,5.8258,0.99,0,0,0
1235,1.74572,1.54,0.193968,1.58862,0.264832,118,33.7215,-21.8253,152.6301,-4.056102276,1998,4,0.000167504,0,nan,188,43.448,0.664,20143,Torres Strait & Great Barrier Reef,5.8258,0.99,0,0,0
1239,2.20429,1.55,0.0787246,1.59862,0.264754,118,33.2285,-21.8974,152.6563,-1.300724506,1998,4,0.000167504,0,nan,183,43.192,0.566,20143,Torres Strait & Great Barrier Reef,5.8258,0.99,0,0,0
1243,2.94143,1.65,0.105051,1.69759,0.277918,129,34.8579,-21.9394,152.685,-0.595860362,1998,4,0.000167504,0,nan,181,44.028,0.77,20143,Torres Strait & Great Barrier Reef,5.8258,0.99,0,0,0
1244,2.94143,1.65,0.105051,1.69759,0.277918,129,34.8579,-21.9394,152.685,-0.595860362,1998,4,0.000167504,0,nan,181,44.028,0.77,20143,Torres Strait & Great Barrier Reef,5.8258,0.99,0,0,0
1255,3.13715,1.75,0.196072,1.79759,0.301187,130,35.4968,-22.0123,152.728,-0.724017441,1998,4,0.000167504,0,nan,176,44.028,0.77,20143,Torres Strait & Great Barrier Reef,5.76812,0.99,0,0,0
1261,3.17857,1.75,0.198661,1.79966,0.302802,133,36.3654,-22.0592,152.7355,-0.980331719,1998,4,0.000167504,0,nan,173,42.918,0.758,20143,Torres Strait & Great Barrier Reef,5.76812,0.99,0,0,0
1267,3.4,1.7,0.17,1.75379,0.301704,127,34.2119,-22.2137,152.7528,-4.248338223,1998,4,0.000167504,0,nan,160,43.056,0.788,20143,Torres Strait & Great Barrier Reef,5.77822,0.99,0,0,0
1279,4.20857,1.92,0.161868,1.92,0.422576,151,45.9334,-18.48038,146.87289,-3.557455301,1998,4,0.333389,1,nan,34,42.226,1.024,20143,Torres Strait & Great Barrier Reef,6.23631,0.99,0,0,0
1281,1.51429,1.21,0.0721089,1.25258,0.306523,139,46.3017,-18.72638,147.53924,-15.89361858,1998,4,0.333389,1,nan,66,43.45,0.464,20143,Torres Strait & Great Barrier Reef,6.6231,0.99,0,0,0
1282,0,0.890001,0,1.779,0.344829,144,47.372,-19.17661,148.38333,-3.668178678,1998,4,0.333389,1,nan,84,43.4,0.6,20143,Torres Strait & Great Barrier Reef,6.74155,0.99,0,0,0
1283,0,0.800001,0,1.56233,0.377087,135,45.1098,-19.46723,149.17219,-6.811480522,1998,4,0.333389,1,nan,70,43.948,0.552,20143,Torres Strait & Great Barrier Reef,6.62387,0.99,0,0,0
1288,1.12143,1.4,0.186905,1.77767,0.45426,163,49.6025,-15.02477,145.4408,-0.88914907,1998,4,0.333389,1,0.678685,10,46.876,0.614,20142,Torres Strait & Great Barrier Reef,8.31736,0.99,0,0,0
1289,0.155714,1.09,0.155714,1.52367,0.376929,139,48.6756,-16.67451,145.93899,-1.843637347,1998,4,0.333389,1,nan,21,43.24,0.572,20143,Torres Strait & Great Barrier Reef,7.56796,0.99,0,0,0
1290,3.20143,2.12,0.133393,2.12,0.401513,155,47.5692,-18.69727,147.1002,-2.5383811,1998,4,0.333389,1,nan,44,43.424,0.576,20143,Torres Strait & Great Barrier Reef,6.41169,0.99,0,0,0
1293,0,0.990001,0,1.762,0.340303,143,44.2396,-19.32398,148.43279,-2.212417722,1998,4,0.333389,1,nan,71,44.13,0.804,20143,Torres Strait & Great Barrier Reef,6.74347,0.99,0,0,0
1294,0.144286,1.01,0.144286,1.72467,0.379305,151,50.3926,-19.25777,148.62773,-14.3554697,1998,4,0.333389,1,nan,82,43.77,0.614,20143,Torres Strait & Great Barrier Reef,6.70115,0.99,0,0,0
1296,0.668572,1.26,0.167143,1.56,0.433811,99,47.8116,-12.23474,143.28493,-0.560650706,1998,4,0.666611,2,nan,13,46.348,1.01,20142,Torres Strait & Great Barrier Reef,8.6556,0.99,0,0,0
1297,1.44,1.51,0.18,1.84,0.418875,115,49.5736,-11.77214,143.08489,-0.478526115,1998,4,0.666611,2,0.0467582,0,45.612,0.91,20142,Torres Strait & Great Barrier Reef,8.46038,0.99,0,0,0
1304,0.631429,1.2,0.157857,1.65767,0.404534,154,46.72,-15.41422,145.43037,-1.87464416,1998,4,0.333389,1,nan,16,41.674,0.59800005,20142,Torres Strait & Great Barrier Reef,7.76309,0.99,0,0,0
1305,0.151429,1.06,0.151429,1.502,0.358923,139,50.2986,-16.70117,146.05092,-15.82533026,1998,4,0.333389,1,nan,23,43.922,0.52,20143,Torres Strait & Great Barrier Reef,7.65793,0.99,0,0,0
1307,3.48858,2,0.151677,2,0.402047,154,47.9862,-18.74904,147.27022,-2.323838949,1998,4,0.333389,1,nan,56,43.168,0.508,20143,Torres Strait & Great Barrier Reef,6.53175,0.99,0,0,0
1308,0.915715,1.11,0.130816,1.47133,0.29765,152,50.8546,-18.9528,148.08033,-16.48547554,1998,4,0.333389,1,nan,81,43.88,0.356,20143,Torres Strait & Great Barrier Reef,6.74511,0.99,0,0,0
1309,1.21857,1.39,0.174082,1.685,0.34209,141,42.3583,-19.36866,148.33633,-2.587156057,1998,4,0.333389,1,nan,63,44.378,0.876,20143,Torres Strait & Great Barrier Reef,6.74347,0.99,0,0,0
1310,0.968571,1.25,0.161429,1.74633,0.345887,145,43.2087,-19.28328,148.34728,-0.895966947,1998,4,0.333389,1,nan,72,43.494,0.62,20143,Torres Strait & Great Barrier Reef,6.74347,0.99,0,0,0
1316,0,0.740001,0,1.566,0.339615,154,45.6949,-15.77955,145.58032,-3.517135859,1998,4,0.333389,1,nan,23,43.676,0.646,20142,Torres Strait & Great Barrier Reef,8.72337,0.99,0,0,0
1319,0,0.890001,0,1.77633,0.378764,147,46.235,-19.34187,148.63352,-1.741561472,1998,4,0.333389,1,nan,73,43.08,0.664,20143,Torres Strait & Great Barrier Reef,6.70115,0.99,0,0,0
1321,1.94,1.36,0.0843479,1.46034,0.375964,144,47.0267,-17.48555,146.39016,-9.135546684,1998,4,0.666611,2,nan,31,42.414,0.664,20143,Torres Strait & Great Barrier Reef,5.8369,0.99,0,0,0
1322,3.48858,2,0.151677,2,0.402047,154,47.9862,-18.74,147.27,-8.921004295,1998,4,0.666611,2,nan,56,43.168,0.508,20143,Great Barrier Reef,6.53175,0.99,0,0,0
1323,3.20143,2.12,0.133393,2.12,0.401513,155,47.5692,-18.69,147.1,-2.967464924,1998,4,0.666611,2,nan,44,43.424,0.576,20143,Great Barrier Reef,6.41169,0.99,0,0,0
1327,1.92857,1.37,0.083851,1.4769,0.375927,146,46.6071,-17.53032,146.37759,-10.36916256,1998,4,0.666611,2,nan,27,42.414,0.664,20143,Torres Strait & Great Barrier Reef,5.8369,0.99,0,0,0
1328,2.02429,1.38,0.0809715,1.44742,0.367789,135,46.6103,-17.4,146.4,-2.055661678,1998,4,0.666611,2,nan,34,43.124,0.84,20143,Torres Strait & Great Barrier Reef,6.44229,0.99,0,0,0
1330,3.80286,1.66,0.146264,1.68129,0.383267,150,47.35,-18.4,146.8333,-2.162932634,1998,4,0.666611,2,nan,39,40.72,0.744,20143,Torres Strait & Great Barrier Reef,6.28948,0.99,0,0,0
1332,3.74143,1.65,0.143901,1.67839,0.390807,155,47.465,-18.35,146.82,-17.82449722,1998,4,0.666611,2,nan,41,40.72,0.744,20143,Great Barrier Reef,6.28948,0.99,0,0,0
1333,5.39143,2.33,0.207363,2.34419,0.596455,139,42.5148,-18.76,146.61,-0.768409729,1998,4,0.666611,2,3.66588,0,40.264,0.65000004,20143,Great Barrier Reef,5.41632,0.99,0,0,0
1337,4.60857,1.71,0.170688,1.71,0.440477,92,43.6364,-19.2167,146.8,-4.791071892,1998,4,0.999832,3,2.72989,2,39.942,0.646,20143,Torres Strait & Great Barrier Reef,5.66122,0.99,0,0,0
1338,5.33429,2.32,0.205165,2.3329,0.80141,137,41.5161,-18.96535,146.62979,-5.434697628,1998,4,0.999832,3,nan,2,40.262,0.722,20143,Torres Strait & Great Barrier Reef,5.41632,0.99,0,0,0
1339,1.01429,1.24,0.078022,1.55133,0.36563,128,45.4102,-16.9229,146.00212,-1.17908144,1998,4,0.999832,3,9.64479,0,42.426,0.7,20143,Torres Strait & Great Barrier Reef,7.47026,0.99,0,0,0
1340,5.48143,2.36,0.210824,2.36355,0.60584,133,41.9271,-18.7667,146.5333,-5.300117493,1998,4,0.999832,3,3.91935,1,40.324,0.862,20143,Torres Strait & Great Barrier Reef,5.41632,0.99,0,0,0
1342,5.33714,2.22,0.205275,2.24839,0.611918,129,42.0465,-18.67,146.51,-0.982951701,1998,4,0.999832,3,0.343116,-1,39.588,0.658,20143,Great Barrier Reef,5.69008,0.99,0,0,0
1344,5.33429,2.32,0.205165,2.3329,0.80141,137,41.5161,-18.96535,146.62979,-5.434697628,1998,4,0.999832,3,nan,2,40.262,0.722,20143,Torres Strait & Great Barrier Reef,5.41632,0.99,0,0,0
1346,3.10857,1.59,0.124343,1.61516,0.513162,110,38.2354,-17.96549,146.13788,-3.664726257,1998,4,0.999832,3,4.07001,2,43.082,0.496,20143,Torres Strait & Great Barrier Reef,3.43558,0.99,0,0,0
1347,3.63857,1.79,0.113705,1.8529,0.362674,121,41.8424,-19.72847,147.75807,-3.611090899,1998,4,0.999832,3,0.395132,0,43.48,0.542,20143,Torres Strait & Great Barrier Reef,6.20139,0.99,0,0,0
1350,3.86571,1.86,0.120804,1.91871,0.348097,128,40.8492,-19.85512,147.8947,-4.093810081,1998,4,0.999832,3,2.51938,0,43.342,0.58400005,20143,Torres Strait & Great Barrier Reef,6.20139,0.99,0,0,0
1352,2.51429,1.46,0.104762,1.52387,0.40759,155,46.1754,-18.05293,146.5574,-13.69456387,1998,4,0.999832,3,nan,30,39.676,0.746,20143,Torres Strait & Great Barrier Reef,6.12988,0.99,0,0,0
1353,1.23286,1.46,0.154107,1.82793,0.417054,111,47.3198,-11.89632,143.10626,-1.464021206,1998,4,0.999832,3,0.574512,0,46.386,0.91,20142,Torres Strait & Great Barrier Reef,8.46038,0.99,0,0,0
1354,1.13,1.22,0.125556,1.83533,0.451736,145,40.6482,-15.16039,145.26714,-2.203142405,1998,4,0.999832,3,3.01881,3,41.834,0.71,20142,Torres Strait & Great Barrier Reef,8.31736,0.99,0,0,0
1355,1.13429,1.23,0.126032,1.831,0.450711,147,42.1391,-15.13982,145.31652,-0.560650706,1998,4,0.999832,3,8.12185,6,42.418,0.71,20142,Torres Strait & Great Barrier Reef,8.31736,0.99,0,0,0
1357,1.01,1.25,0.168333,1.805,0.442688,156,46.8743,-15.09862,145.38318,-11.48322105,1998,4,0.999832,3,0.209682,0,42.01,0.67400002,20142,Torres Strait & Great Barrier Reef,8.31736,0.99,0,0,0
1359,0,0.860001,0,1.632,0.339606,135,39.4361,-15.7433,145.43722,-10.74409962,1998,4,0.999832,3,0.59134,7,43.342,0.68,20142,Torres Strait & Great Barrier Reef,7.34176,0.99,0,0,0
1361,0,0.870001,0,1.438,0.301112,124,38.2182,-16.06253,145.46531,-2.020459652,1998,4,0.999832,3,9.03266,-1,42.656,0.59,20143,Torres Strait & Great Barrier Reef,6.53968,0.99,0,0,0
1362,0.15,1.05,0.15,1.41233,0.311106,107,39.65,-16.24667,145.485,-13.64226723,1998,4,0.999832,3,3.40621,2,43.642,0.736,20143,Torres Strait & Great Barrier Reef,4.73306,0.99,0,0,0
1364,0,0.85,0,1.649,0.354135,142,43.5576,-15.69238,145.49768,-0.314276934,1998,4,0.999832,3,8.19456,15,44.23,0.68,20142,Torres Strait & Great Barrier Reef,7.66523,0.99,0,0,0
1365,0.298572,1.09,0.0373215,1.391,0.309481,106,41.0641,-16.30286,145.49791,-5.718687534,1998,4,0.999832,3,3.80561,1,43.642,0.736,20143,Torres Strait & Great Barrier Reef,4.73306,0.99,0,0,0
